case_id,ACT_1,ACT_2,ACT_3,ACT_4,Span_in_minutes
Case 18,Grinding Rework - Machine 27,Grinding Rework - Machine 27,Final Inspection Q.C.,Grinding Rework - Machine 27,15
Case 18,Final Inspection Q.C.,Grinding Rework - Machine 27,Grinding Rework - Machine 12,Packing,30
Case 18,Grinding Rework - Machine 27,Grinding Rework - Machine 12,Packing,Final Inspection Q.C.,0
Case 18,Grinding Rework - Machine 12,Packing,Final Inspection Q.C.,Packing,90
Case 18,Packing,Final Inspection Q.C.,Packing,Final Inspection Q.C.,0
Case 182,Turning & Milling Q.C.,Grinding Rework - Machine 12,Final Inspection Q.C.,Turning & Milling Q.C.,3
Case 182,Grinding Rework - Machine 12,Final Inspection Q.C.,Turning & Milling Q.C.,Packing,100
Case 182,Final Inspection Q.C.,Turning & Milling Q.C.,Packing,Turning & Milling Q.C.,70
Case 182,Turning & Milling Q.C.,Packing,Turning & Milling Q.C.,Turning & Milling - Machine 6,0
Case 182,Packing,Turning & Milling Q.C.,Turning & Milling - Machine 6,Laser Marking - Machine 7,0
Case 182,Turning & Milling Q.C.,Turning & Milling - Machine 6,Laser Marking - Machine 7,Lapping - Machine 1,1
Case 182,Turning & Milling - Machine 6,Laser Marking - Machine 7,Lapping - Machine 1,Turning & Milling Q.C.,0
Case 182,Laser Marking - Machine 7,Lapping - Machine 1,Turning & Milling Q.C.,Packing,0
Case 182,Lapping - Machine 1,Turning & Milling Q.C.,Packing,Round Grinding - Machine 3,1
Case 182,Turning & Milling Q.C.,Packing,Round Grinding - Machine 3,Final Inspection Q.C.,477
Case 185,Turning & Milling - Machine 10,Grinding Rework - Machine 27,Packing,Packing,0
Case 185,Grinding Rework - Machine 27,Packing,Packing,Final Inspection Q.C.,92
Case 185,Packing,Packing,Final Inspection Q.C.,Turning & Milling Q.C.,0
Case 185,Packing,Final Inspection Q.C.,Turning & Milling Q.C.,Turning & Milling Q.C.,0
Case 185,Final Inspection Q.C.,Turning & Milling Q.C.,Turning & Milling Q.C.,Laser Marking - Machine 7,43
Case 185,Turning & Milling Q.C.,Turning & Milling Q.C.,Laser Marking - Machine 7,Lapping - Machine 1,190
Case 185,Turning & Milling Q.C.,Laser Marking - Machine 7,Lapping - Machine 1,Final Inspection Q.C.,134
Case 185,Laser Marking - Machine 7,Lapping - Machine 1,Final Inspection Q.C.,Final Inspection Q.C.,57
Case 185,Lapping - Machine 1,Final Inspection Q.C.,Final Inspection Q.C.,Lapping - Machine 1,120
Case 185,Final Inspection Q.C.,Final Inspection Q.C.,Lapping - Machine 1,Round Grinding - Machine 2,78
Case 185,Final Inspection Q.C.,Lapping - Machine 1,Round Grinding - Machine 2,Round Grinding - Machine 2,55
Case 185,Lapping - Machine 1,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,32
Case 185,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,162
Case 185,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,149
Case 185,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,Final Inspection Q.C.,115
Case 185,Round Grinding - Machine 2,Round Grinding - Machine 2,Final Inspection Q.C.,Final Inspection Q.C.,167
Case 185,Round Grinding - Machine 2,Final Inspection Q.C.,Final Inspection Q.C.,Packing,118
Case 185,Final Inspection Q.C.,Final Inspection Q.C.,Packing,Final Inspection Q.C.,542
Case 187,Lapping - Machine 1,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,150
Case 187,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,144
Case 187,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,140
Case 187,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,647
Case 187,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,537
Case 187,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,245
Case 187,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,644
Case 187,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,532
Case 187,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Lapping - Machine 1,458
Case 187,Round Grinding - Machine 3,Round Grinding - Machine 3,Lapping - Machine 1,Round Grinding - Machine 3,177
Case 187,Round Grinding - Machine 3,Lapping - Machine 1,Round Grinding - Machine 3,Round Grinding - Machine 3,228
Case 187,Lapping - Machine 1,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,43
Case 187,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,440
Case 187,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Final Inspection Q.C.,344
Case 187,Round Grinding - Machine 3,Round Grinding - Machine 3,Final Inspection Q.C.,Final Inspection Q.C.,112
Case 187,Round Grinding - Machine 3,Final Inspection Q.C.,Final Inspection Q.C.,Final Inspection Q.C.,139
Case 187,Final Inspection Q.C.,Final Inspection Q.C.,Final Inspection Q.C.,Final Inspection Q.C.,351
Case 187,Final Inspection Q.C.,Final Inspection Q.C.,Final Inspection Q.C.,Packing,347
Case 187,Final Inspection Q.C.,Final Inspection Q.C.,Packing,Final Inspection Q.C.,356
Case 187,Final Inspection Q.C.,Packing,Final Inspection Q.C.,Final Inspection Q.C.,361
Case 187,Packing,Final Inspection Q.C.,Final Inspection Q.C.,Round Grinding - Machine 3,0
Case 187,Final Inspection Q.C.,Final Inspection Q.C.,Round Grinding - Machine 3,Final Inspection Q.C.,120
Case 187,Final Inspection Q.C.,Round Grinding - Machine 3,Final Inspection Q.C.,Final Inspection Q.C.,71
Case 187,Round Grinding - Machine 3,Final Inspection Q.C.,Final Inspection Q.C.,Final Inspection Q.C.,0
Case 187,Final Inspection Q.C.,Final Inspection Q.C.,Final Inspection Q.C.,Final Inspection Q.C.,15
Case 187,Final Inspection Q.C.,Final Inspection Q.C.,Final Inspection Q.C.,Final Inspection Q.C.,9
Case 187,Final Inspection Q.C.,Final Inspection Q.C.,Final Inspection Q.C.,Packing,61
Case 187,Final Inspection Q.C.,Final Inspection Q.C.,Packing,Packing,115
Case 187,Final Inspection Q.C.,Packing,Packing,Packing,2
Case 187,Packing,Packing,Packing,Final Inspection Q.C.,0
Case 187,Packing,Packing,Final Inspection Q.C.,Laser Marking - Machine 7,0
Case 188,Laser Marking - Machine 7,Lapping - Machine 1,Lapping - Machine 1,Lapping - Machine 1,105
Case 188,Lapping - Machine 1,Lapping - Machine 1,Lapping - Machine 1,Turning & Milling Q.C.,30
Case 188,Lapping - Machine 1,Turning & Milling Q.C.,Wire Cut - Machine 13,Round Grinding - Machine 3,60
Case 188,Turning & Milling Q.C.,Wire Cut - Machine 13,Round Grinding - Machine 3,Round Grinding - Machine 3,4
Case 188,Wire Cut - Machine 13,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,360
Case 188,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,130
Case 188,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Final Inspection Q.C.,205
Case 188,Round Grinding - Machine 3,Round Grinding - Machine 3,Final Inspection Q.C.,Round Grinding - Machine 3,623
Case 188,Round Grinding - Machine 3,Final Inspection Q.C.,Round Grinding - Machine 3,Laser Marking - Machine 7,175
Case 188,Final Inspection Q.C.,Round Grinding - Machine 3,Laser Marking - Machine 7,Lapping - Machine 1,4
Case 188,Round Grinding - Machine 3,Laser Marking - Machine 7,Lapping - Machine 1,Round Grinding - Machine 3,175
Case 188,Laser Marking - Machine 7,Lapping - Machine 1,Round Grinding - Machine 3,Round Grinding - Machine 3,2
Case 188,Lapping - Machine 1,Round Grinding - Machine 3,Round Grinding - Machine 3,Final Inspection Q.C.,1
Case 188,Round Grinding - Machine 3,Round Grinding - Machine 3,Final Inspection Q.C.,Round Grinding - Machine 3,23
Case 188,Round Grinding - Machine 3,Final Inspection Q.C.,Round Grinding - Machine 3,Round Grinding - Machine 3,297
Case 188,Final Inspection Q.C.,Round Grinding - Machine 3,Round Grinding - Machine 3,Final Inspection Q.C.,138
Case 188,Round Grinding - Machine 3,Round Grinding - Machine 3,Final Inspection Q.C.,Final Inspection Q.C.,488
Case 188,Round Grinding - Machine 3,Final Inspection Q.C.,Final Inspection Q.C.,Turning & Milling Q.C.,0
Case 188,Final Inspection Q.C.,Final Inspection Q.C.,Turning & Milling Q.C.,Turning & Milling Q.C.,244
Case 188,Final Inspection Q.C.,Turning & Milling Q.C.,Turning & Milling Q.C.,Turning & Milling Q.C.,3
Case 188,Turning & Milling Q.C.,Turning & Milling Q.C.,Turning & Milling Q.C.,Final Inspection Q.C.,3
Case 188,Turning & Milling Q.C.,Turning & Milling Q.C.,Final Inspection Q.C.,Packing,27
Case 188,Turning & Milling Q.C.,Final Inspection Q.C.,Packing,Final Inspection Q.C.,26
Case 188,Final Inspection Q.C.,Packing,Final Inspection Q.C.,Packing,5
Case 188,Packing,Final Inspection Q.C.,Packing,Final Inspection Q.C.,0
Case 189,Turning & Milling Q.C.,Turning & Milling Q.C.,Turning & Milling Q.C.,Final Inspection Q.C.,0
Case 189,Turning & Milling Q.C.,Turning & Milling Q.C.,Final Inspection Q.C.,Final Inspection Q.C.,60
Case 189,Turning & Milling Q.C.,Final Inspection Q.C.,Final Inspection Q.C.,Packing,130
Case 19,Turning & Milling - Machine 5,Turning & Milling Q.C.,Turning & Milling - Machine 4,Turning & Milling Q.C.,311
Case 19,Turning & Milling Q.C.,Turning & Milling - Machine 4,Turning & Milling Q.C.,Laser Marking - Machine 7,65
Case 19,Turning & Milling - Machine 4,Turning & Milling Q.C.,Laser Marking - Machine 7,Lapping - Machine 1,650
Case 19,Turning & Milling Q.C.,Laser Marking - Machine 7,Lapping - Machine 1,Lapping - Machine 1,80
Case 19,Laser Marking - Machine 7,Lapping - Machine 1,Lapping - Machine 1,Round Grinding - Machine 3,52
Case 19,Lapping - Machine 1,Lapping - Machine 1,Round Grinding - Machine 3,Round Grinding - Machine 3,0
Case 19,Lapping - Machine 1,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,38
Case 19,Round Grinding - Machine 3,Round Grinding - Machine 3,Round  Q.C.,Packing,228
Case 19,Round Grinding - Machine 3,Round  Q.C.,Packing,Packing,455
Case 19,Packing,Packing,Round  Q.C.,Final Inspection Q.C.,0
Case 190,Packing,Final Inspection Q.C.,Turning & Milling Q.C.,Final Inspection Q.C.,0
Case 190,Final Inspection Q.C.,Turning & Milling Q.C.,Final Inspection Q.C.,Turning & Milling Q.C.,0
Case 192,Rework Milling - Machine 28,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling Q.C.,120
Case 192,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling - Machine 9,61
Case 192,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling - Machine 9,383
Case 192,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,95
Case 192,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling Q.C.,84
Case 192,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling - Machine 9,423
Case 192,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling - Machine 9,3
Case 192,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,100
Case 192,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,181
Case 192,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling Q.C.,340
Case 192,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling - Machine 9,631
Case 192,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling - Machine 9,359
Case 192,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,63
Case 192,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,507
Case 192,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling Q.C.,15
Case 192,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling - Machine 9,419
Case 192,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling - Machine 9,437
Case 192,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling Q.C.,21
Case 192,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling Q.C.,413
Case 192,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling Q.C.,Turning & Milling - Machine 9,438
Case 192,Turning & Milling Q.C.,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling Q.C.,139
Case 192,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling - Machine 9,22
Case 192,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling - Machine 9,81
Case 192,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,62
Case 192,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,99
Case 192,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling Q.C.,322
Case 192,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling - Machine 9,420
Case 192,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling - Machine 9,389
Case 192,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,171
Case 192,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,0
Case 192,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,228
Case 192,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling Q.C.,117
Case 192,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling - Machine 9,641
Case 192,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling - Machine 9,495
Case 192,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,62
Case 192,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,433
Case 192,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling Q.C.,431
Case 192,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling - Machine 9,115
Case 192,Turning & Milling - Machine 9,Milling - Machine 14,Milling - Machine 14,Final Inspection Q.C.,0
Case 192,Milling - Machine 14,Milling - Machine 14,Final Inspection Q.C.,Turning & Milling - Machine 9,354
Case 192,Milling - Machine 14,Milling - Machine 14,Milling - Machine 14,Turning & Milling - Machine 9,502
Case 192,Milling - Machine 14,Milling - Machine 14,Milling - Machine 14,Packing,60
Case 192,Milling - Machine 14,Milling - Machine 14,Packing,Final Inspection Q.C.,90
Case 194,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Turning & Milling Q.C.,Turning & Milling - Machine 10,40
Case 194,Turning & Milling - Machine 10,Turning & Milling Q.C.,Turning & Milling - Machine 10,Turning & Milling Q.C.,552
Case 194,Turning & Milling Q.C.,Turning & Milling - Machine 10,Turning & Milling Q.C.,Turning & Milling - Machine 10,92
Case 194,Turning & Milling - Machine 10,Turning & Milling Q.C.,Turning & Milling - Machine 10,Turning & Milling - Machine 10,637
Case 194,Turning & Milling Q.C.,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Turning & Milling Q.C.,189
Case 194,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Turning & Milling Q.C.,Turning & Milling - Machine 10,579
Case 194,Turning & Milling Q.C.,Turning & Milling - Machine 10,Stress Relief,Turning & Milling - Machine 10,90
Case 194,Turning & Milling - Machine 10,Stress Relief,Turning & Milling - Machine 10,Turning & Milling Q.C.,1212
Case 194,Turning - Machine 9,Turning - Machine 9,Turning - Machine 9,Turning & Milling Q.C.,427
Case 194,Turning & Milling Q.C.,Turning - Machine 9,Turning - Machine 9,Turning Q.C.,30
Case 194,Turning - Machine 9,Turning - Machine 9,Turning Q.C.,Laser Marking - Machine 7,86
Case 194,Turning - Machine 9,Turning Q.C.,Laser Marking - Machine 7,Lapping - Machine 1,1
Case 194,Turning Q.C.,Laser Marking - Machine 7,Lapping - Machine 1,Lapping - Machine 1,100
Case 194,Laser Marking - Machine 7,Lapping - Machine 1,Lapping - Machine 1,Final Inspection Q.C.,26
Case 194,Lapping - Machine 1,Lapping - Machine 1,Final Inspection Q.C.,Final Inspection Q.C.,0
Case 194,Lapping - Machine 1,Final Inspection Q.C.,Final Inspection Q.C.,Final Inspection Q.C.,189
Case 194,Final Inspection Q.C.,Final Inspection Q.C.,Final Inspection Q.C.,Final Inspection Q.C.,230
